ID,Country,Carrier,TrafficType,ClickDate,Device,Browser,OS,RefererUrl,UserIp,ConversionStatus,ConversionDate,ConversionPayOut,publisherId,subPublisherId,advertiserCampaignId,Fraud
12021,MY,18.0,M,2017-08-21 00:02:16,Generic,46.0.2490.76,Android,,183.171.80.170,False,,0.0,1306,,10227.0,0.0
12022,IN,2.0,A,2017-08-21 00:02:16,Generic,android_webkit,Android,,42.110.163.124,True,2017-08-21 00:05:00,22.8475,55,,7893.0,0.0
12023,IQ,-1.0,M,2017-08-21 00:02:16,Samsung,chrome,Android,,37.237.197.45,False,,0.0,1138,,11829.0,0.0
12024,BR,218.0,M,2017-08-21 00:02:16,Generic,android_webkit,Android,,187.91.187.167,False,,0.0,55,,4901.0,0.0
12025,MX,-1.0,A,2017-08-21 00:02:16,Alcatel,chrome,Android,,189.217.98.245,False,,0.0,454,,7510.0,0.0
12026,TH,27.0,A,2017-08-21 00:02:16,Lava,chrome,Android,lrffq.redirectvoluum.com,1.46.137.40,False,,0.0,619,,7510.0,0.0
12027,IN,3.0,A,2017-08-21 00:02:16,Generic,uc,Android,162.243.74.32,101.218.150.18,False,,0.0,15478,,15345.0,0.0
12028,BD,-1.0,,2017-08-21 00:02:16,Cherry Mobile,android_webkit,Android,,103.225.92.13,False,,0.0,1306,,2025.0,0.0
12029,BR,218.0,M,2017-08-21 00:02:16,Samsung,android_webkit,Android,,177.79.78.75,False,,0.0,1203,,2024.0,0.0
12030,IN,121.0,A,2017-08-21 00:02:16,Panasonic,chrome,Android,,47.31.10.176,False,,0.0,209,,3312.0,0.0
12031,ID,47.0,,2017-08-21 00:02:16,Generic,android_webkit,Android,,120.188.32.179,False,,0.0,1306,,2024.0,0.0
12032,IN,4.0,,2017-08-21 00:02:16,Generic,android_webkit,Android,,27.97.233.114,False,,0.0,1041,,5893.0,0.0
12033,IN,-1.0,M,2017-08-21 00:02:16,Lenovo,chrome,Android,,171.79.182.56,False,,0.0,1149,,4385.0,0.0
12034,MX,-1.0,M,2017-08-21 00:02:16,Jiayu,android_webkit,Android,,177.232.1.222,False,,0.0,55,,12686.0,0.0
12035,VE,-1.0,A,2017-08-21 00:02:17,Canaima,chrome,Android,transreten.com,186.94.0.22,False,,0.0,27,,3312.0,0.0
12036,ID,74.0,A,2017-08-21 00:02:17,Lenovo,chrome,Android,,114.125.42.211,False,,0.0,520,,5894.0,0.0
12037,GT,430.0,A,2017-08-21 00:02:17,Bmobile,android_webkit,Android,spxtraff.com,181.174.87.125,False,,0.0,1138,,1643.0,0.0
12038,ID,74.0,M,2017-08-21 00:02:17,Generic,android_webkit,Android,162.243.254.216,114.125.28.78,False,,0.0,1206,,4901.0,0.0
12039,BR,-1.0,A,2017-08-21 00:02:17,Alcatel,chrome,Android,,189.49.38.217,False,,0.0,242,,11338.0,0.0
12040,IN,1.0,A,2017-08-21 00:02:17,Micromax,android_webkit,Android,,106.209.147.132,False,,0.0,1203,,5368.0,0.0
12041,IN,121.0,A,2017-08-21 00:02:17,Generic,android_webkit,Android,,169.149.5.216,False,,0.0,242,,11991.0,0.0
12042,IN,121.0,A,2017-08-21 00:02:17,Samsung,46.0.2490.76,Android,,47.30.68.4,False,,0.0,1203,,5368.0,0.0
12043,IN,3.0,A,2017-08-21 00:02:17,Generic,android_webkit,Android,,101.222.241.25,False,,0.0,674,,13449.0,0.0
12044,VE,-1.0,A,2017-08-21 00:02:17,Alcatel,chrome,Android,track.cpa.tapgerine.com,190.73.183.172,False,,0.0,1362,,3312.0,0.0
12045,IN,1.0,A,2017-08-21 00:02:17,Zen,chrome,Android,,106.215.152.48,False,,0.0,437,,13431.0,0.0
12046,TH,20.0,A,2017-08-21 00:02:17,Generic,android_webkit,Android,,182.232.97.135,False,,0.0,520,,7510.0,0.0
12047,PA,650.0,A,2017-08-21 00:02:17,Generic,android_webkit,Android,karonty.com,181.179.29.190,False,,0.0,27,,7750.0,0.0
12048,MX,-1.0,A,2017-08-21 00:02:17,Generic,android_webkit,Android,,189.172.248.43,False,,0.0,454,,7510.0,0.0
12049,IN,121.0,A,2017-08-21 00:02:17,Generic,android_webkit,Android,,47.9.169.174,False,,0.0,540,,11991.0,0.0
12050,BD,45.0,M,2017-08-21 00:02:17,Generic,android_webkit,Android,,43.245.120.91,False,,0.0,1203,,2024.0,0.0
12051,ID,-1.0,A,2017-08-21 00:02:17,Generic,android_webkit,Android,,120.188.95.98,False,,0.0,39588,,3312.0,0.0
12052,BD,-1.0,,2017-08-21 00:02:17,Huawei,chrome,Android,,103.76.45.118,False,,0.0,1306,,2025.0,0.0
12053,BD,-1.0,M,2017-08-21 00:02:17,Generic,android_webkit,Android,,103.237.36.170,False,,0.0,1306,,10228.0,0.0
12054,IN,2.0,A,2017-08-21 00:02:17,Wiko,chrome,Android,,42.109.23.236,False,,0.0,38,,5711.0,0.0
12055,BR,-1.0,A,2017-08-21 00:02:17,Oukitel,chrome,Android,,186.226.185.66,False,,0.0,242,,11338.0,0.0
12056,IN,4.0,A,2017-08-21 00:02:17,Micromax,chrome,Android,,106.67.68.23,False,,0.0,1203,,5368.0,0.0
12057,IT,133.0,A,2017-08-21 00:02:17,Generic,android_webkit,Android,,91.253.128.125,False,,0.0,42041,,4901.0,0.0
12058,VN,-1.0,A,2017-08-21 00:02:17,Generic,android_webkit,Android,,171.255.169.27,False,,0.0,520,,3312.0,0.0
12059,BD,45.0,A,2017-08-21 00:02:17,Micromax,chrome,Android,,43.245.122.83,False,,0.0,454,,11829.0,0.0
12060,BD,-1.0,A,2017-08-21 00:02:17,Symphony,android_webkit,Android,bestforexplmdb.com,123.108.246.247,False,,0.0,537,,4904.0,0.0
12061,TH,-1.0,A,2017-08-21 00:02:17,ZTE,chrome,Android,,49.49.117.167,False,,0.0,520,,7510.0,0.0
12062,BO,984.0,A,2017-08-21 00:02:17,DOOGEE,chrome,Android,,181.115.134.54,False,,0.0,657,,11830.0,0.0
12063,IN,3.0,,2017-08-21 00:02:17,Samsung,chrome,Android,,101.216.125.51,False,,0.0,1041,,5893.0,0.0
12064,IN,121.0,M,2017-08-21 00:02:17,Generic,android_webkit,Android,,157.49.6.250,False,,0.0,38,,7515.0,0.0
12065,TH,-1.0,A,2017-08-21 00:02:17,ZTE,chrome,Android,,110.171.126.26,False,,0.0,619,,7510.0,0.0
12066,IN,-1.0,A,2017-08-21 00:02:17,Generic,android_webkit,Android,,103.70.203.41,False,,0.0,55,,3312.0,0.0
12067,AT,-1.0,,2017-08-21 00:02:17,Microsoft,msie,Desktop,,62.178.39.163,False,,0.0,1421,,15469.0,0.0
12068,IN,3.0,M,2017-08-21 00:02:17,Intex,chrome,Android,,101.221.129.192,False,,0.0,282,,15345.0,0.0
12069,IN,121.0,A,2017-08-21 00:02:17,Generic,android_webkit,Android,,47.29.67.173,False,,0.0,1203,,12686.0,0.0
12070,CR,294.0,M,2017-08-21 00:02:17,Generic,46.0.2490.76,Android,,186.96.84.91,False,,0.0,282,,16690.0,0.0
12071,IN,1.0,A,2017-08-21 00:02:17,Samsung,chrome,Android,,106.215.137.75,False,,0.0,209,,16060.0,0.0
12072,IN,2.0,A,2017-08-21 00:02:17,Generic,46.0.2490.76,Android,,112.79.145.132,False,,0.0,209,,8786.0,0.0
12073,PY,-1.0,,2017-08-21 00:02:17,Generic,android_webkit,Android,koolmedia.info,181.124.111.202,False,,0.0,1041,,11829.0,0.0
12074,IN,1.0,A,2017-08-21 00:02:17,LG,chrome,Android,,117.98.155.70,False,,0.0,209,,16060.0,0.0
12075,ID,74.0,M,2017-08-21 00:02:17,Generic,android_webkit,Android,,114.124.138.46,False,,0.0,55,,2024.0,0.0
12076,BD,45.0,M,2017-08-21 00:02:17,Symphony,46.0.2490.76,Android,,103.67.159.36,False,,0.0,1306,,4901.0,0.0
12077,IN,121.0,M,2017-08-21 00:02:17,Generic,android_webkit,Android,,157.48.21.32,False,,0.0,1186,,10139.0,0.0
12078,BO,975.0,M,2017-08-21 00:02:17,Alcatel,chrome,Android,obeyter.com,181.114.123.102,False,,0.0,27,,4901.0,0.0
12079,MX,-1.0,M,2017-08-21 00:02:17,Generic,android_webkit,Android,,187.246.126.223,False,,0.0,1306,,10227.0,0.0
12080,BD,-1.0,M,2017-08-21 00:02:17,Huawei,chrome,Android,track.brucelead.com,43.231.22.18,False,,0.0,1140,,7292.0,0.0
12081,CO,-1.0,M,2017-08-21 00:02:17,Lanix,chrome,Android,,186.154.34.5,False,,0.0,55,,4787.0,0.0
12082,NL,-1.0,A,2017-08-21 00:02:17,Samsung,chrome,Android,,146.185.128.30,False,,0.0,1203,,4788.0,0.0
12083,RU,699.0,A,2017-08-21 00:02:17,Generic,46.0.2490.76,Android,bestforexplmdb.com,31.13.144.59,False,,0.0,301,,5893.0,0.0
12084,BD,45.0,M,2017-08-21 00:02:17,Symphony,chrome,Android,,116.58.200.21,False,,0.0,1203,,10381.0,0.0
12085,BD,-1.0,M,2017-08-21 00:02:17,Symphony,chrome,Android,track.brucelead.com,59.152.90.102,False,,0.0,1140,,7292.0,0.0
12086,IN,4.0,,2017-08-21 00:02:17,Samsung,chrome,Android,,106.67.79.55,False,,0.0,1227,,10128.0,0.0
12087,TH,25.0,A,2017-08-21 00:02:17,Lenovo,chrome,Android,,223.24.44.28,False,,0.0,242,,7510.0,0.0
12088,RU,-1.0,A,2017-08-21 00:02:17,Micromax,chrome,Android,,46.242.10.21,False,,0.0,242,,3312.0,0.0
12089,ID,74.0,A,2017-08-21 00:02:17,Generic,android_webkit,Android,global.mobtraff.site,114.124.207.104,False,,0.0,282,,5893.0,0.0
12090,IN,4.0,A,2017-08-21 00:02:17,Lenovo,chrome,Android,,27.97.208.184,False,,0.0,242,,14807.0,0.0
12091,IN,1.0,A,2017-08-21 00:02:17,Generic,android_webkit,Android,,106.209.225.114,False,,0.0,1229,,14544.0,0.0
12092,BD,-1.0,M,2017-08-21 00:02:17,Generic,android_webkit,Android,track.brucelead.com,182.48.92.158,False,,0.0,1140,,7292.0,0.0
12093,LK,13.0,A,2017-08-21 00:02:17,Samsung,chrome,Android,track.cpa.tapgerine.com,61.245.170.165,False,,0.0,1362,,5893.0,0.0
12094,NL,-1.0,M,2017-08-21 00:02:17,Generic,android_webkit,Android,,95.85.7.203,False,,0.0,1203,,7802.0,0.0
12095,NG,56.0,,2017-08-21 00:02:17,Generic,android_webkit,Android,,41.220.68.242,False,,0.0,1306,,5893.0,0.0
12096,BD,-1.0,M,2017-08-21 00:02:17,Samsung,chrome,Android,macandell.com,202.126.122.82,False,,0.0,27,,1368.0,0.0
12097,IN,1.0,A,2017-08-21 00:02:17,Micromax,chrome,Android,,223.237.177.8,False,,0.0,282,,815.0,0.0
12098,BR,-1.0,A,2017-08-21 00:02:17,Oukitel,chrome,Android,,189.107.161.85,False,,0.0,1203,,2024.0,0.0
12099,IN,4.0,A,2017-08-21 00:02:17,Generic,android_webkit,Android,107.170.154.51,106.66.252.224,False,,0.0,209,,10128.0,0.0
12100,UK,-1.0,,2017-08-21 00:02:17,Generic,android_webkit,Android,,178.159.11.12,False,,0.0,1306,,5520.0,0.0
12101,TH,27.0,A,2017-08-21 00:02:17,Generic,android_webkit,Android,,1.47.128.25,False,,0.0,454,,7510.0,0.0
12102,IN,121.0,A,2017-08-21 00:02:17,Generic,android_webkit,Android,,169.149.136.36,False,,0.0,242,,11991.0,0.0
12103,DZ,337.0,M,2017-08-21 00:02:17,Generic,android_webkit,Android,,154.121.7.25,False,,0.0,1138,,4901.0,0.0
12104,BD,44.0,,2017-08-21 00:02:17,Samsung,android_webkit,Android,,37.111.233.66,False,,0.0,1306,,2025.0,0.0
12105,IN,121.0,M,2017-08-21 00:02:17,Generic,android_webkit,Android,,137.97.8.225,False,,0.0,301,,10139.0,0.0
12106,TH,27.0,A,2017-08-21 00:02:17,ZTE,chrome,Android,,1.47.108.115,False,,0.0,646,,7510.0,0.0
12107,ID,47.0,,2017-08-21 00:02:17,Asus,chrome,Android,,120.188.80.206,False,,0.0,1306,,2024.0,0.0
12108,IN,1.0,A,2017-08-21 00:02:17,Lenovo,chrome,Android,,223.227.54.164,False,,0.0,209,,16060.0,0.0
12109,SD,-1.0,M,2017-08-21 00:02:17,Samsung,android_webkit,Android,d.billyaffcontent.com,197.252.4.169,False,,0.0,1138,,4129.0,0.0
12110,IN,1.0,A,2017-08-21 00:02:17,Micromax,chrome,Android,,223.230.216.183,False,,0.0,209,,16060.0,0.0
12111,TH,20.0,A,2017-08-21 00:02:17,AIS,chrome,Android,,182.232.236.232,False,,0.0,55,,7510.0,0.0
12112,IN,3.0,A,2017-08-21 00:02:17,Micromax,android_webkit,Android,indiatraveltimes.com,49.138.233.137,False,,0.0,365,,15345.0,0.0
12113,ID,74.0,,2017-08-21 00:02:17,Generic,android_webkit,Android,,114.124.145.105,False,,0.0,1382,,13462.0,0.0
12114,ZA,48.0,A,2017-08-21 00:02:17,Generic,android_webkit,Android,,41.13.84.130,False,,0.0,1203,,3312.0,0.0
12115,IN,1.0,,2017-08-21 00:02:17,Samsung,chrome,Android,obeyter.com,106.210.159.247,False,,0.0,1433,,5893.0,0.0
12116,ID,74.0,,2017-08-21 00:02:18,Generic,android_webkit,Android,,114.124.135.180,False,,0.0,1306,,12686.0,0.0
12117,VE,-1.0,A,2017-08-21 00:02:18,Generic,android_webkit,Android,obeyter.com,190.201.180.249,False,,0.0,27,,3312.0,0.0
12118,TH,25.0,A,2017-08-21 00:02:18,ZTE,chrome,Android,,27.55.68.118,False,,0.0,55,,7510.0,0.0
12119,ZA,-1.0,A,2017-08-21 00:02:18,Samsung,android_webkit,Android,,105.10.175.5,False,,0.0,600,,12804.0,0.0
12120,TH,-1.0,A,2017-08-21 00:02:18,Samsung,chrome,Android,,1.10.205.179,False,,0.0,55,,10228.0,0.0
12121,BD,44.0,A,2017-08-21 00:02:18,Samsung,chrome,Android,rocktraff.com,119.30.47.71,False,,0.0,282,,11477.0,0.0
12122,IN,1.0,,2017-08-21 00:02:18,iNew,android_webkit,Android,,110.224.41.82,False,,0.0,1433,,5893.0,0.0
12123,IN,4.0,A,2017-08-21 00:02:18,Generic,android_webkit,Android,,27.97.36.193,False,,0.0,209,,10128.0,0.0
12124,KR,-1.0,M,2017-08-21 00:02:18,Generic,android_webkit,Android,,121.179.225.51,False,,0.0,1203,,4787.0,0.0
12125,IN,1.0,A,2017-08-21 00:02:18,Micromax,chrome,Android,,223.176.48.202,False,,0.0,209,,8582.0,0.0
12126,AU,973.0,A,2017-08-21 00:02:18,Samsung,chrome,Android,,49.183.147.106,False,,0.0,282,,7510.0,0.0
12127,IN,4.0,A,2017-08-21 00:02:18,Generic,uc,Android,107.170.154.51,27.97.83.57,False,,0.0,3214,,16799.0,0.0
12128,IN,121.0,A,2017-08-21 00:02:18,Generic,android_webkit,Android,,157.48.10.105,False,,0.0,1203,,12686.0,0.0
12129,BD,-1.0,M,2017-08-21 00:02:18,Symphony,chrome,Android,,103.72.79.4,False,,0.0,1140,,7292.0,0.0
12130,BD,-1.0,M,2017-08-21 00:02:18,Generic,android_webkit,Android,,43.231.21.166,False,,0.0,1306,,10228.0,0.0
12131,ID,46.0,A,2017-08-21 00:02:18,Generic,android_webkit,Android,,112.215.170.164,False,,0.0,454,,12985.0,0.0
12132,KR,-1.0,M,2017-08-21 00:02:18,Generic,android_webkit,Android,,122.34.9.240,False,,0.0,1203,,4787.0,0.0
12133,NG,56.0,M,2017-08-21 00:02:18,Samsung,android_webkit,Android,,197.210.28.4,False,,0.0,1203,,4904.0,0.0
12134,IN,121.0,A,2017-08-21 00:02:18,Generic,android_webkit,Android,,47.8.8.16,False,,0.0,454,,11991.0,0.0
12135,TH,20.0,A,2017-08-21 00:02:18,Generic,android_webkit,Android,,49.230.226.19,False,,0.0,1031,,7510.0,0.0
12136,TH,27.0,A,2017-08-21 00:02:18,Generic,android_webkit,Android,,1.47.164.187,False,,0.0,55,,7619.0,0.0
12137,MX,-1.0,A,2017-08-21 00:02:18,Generic,android_webkit,Android,ligthwaver.com,201.175.159.248,False,,0.0,750,,11338.0,0.0
12138,KW,523.0,M,2017-08-21 00:02:18,Lenovo,chrome,Android,,37.231.48.241,False,,0.0,1203,,10228.0,0.0
12139,BD,-1.0,M,2017-08-21 00:02:18,Symphony,chrome,Android,track.brucelead.com,182.54.155.30,False,,0.0,1140,,7292.0,0.0
12140,BD,-1.0,M,2017-08-21 00:02:18,Symphony,chrome,Android,,103.58.74.134,False,,0.0,1140,,7292.0,0.0
12141,RU,-1.0,A,2017-08-21 00:02:18,Generic,android_webkit,Android,,37.112.27.182,False,,0.0,454,,3312.0,0.0
12142,IN,121.0,M,2017-08-21 00:02:18,Generic,android_webkit,Android,bldtrax.com,49.35.23.218,False,,0.0,38,,7515.0,0.0
12143,IN,1.0,A,2017-08-21 00:02:18,Generic,android_webkit,Android,,106.202.47.248,False,,0.0,27,,16060.0,0.0
12144,PH,78.0,A,2017-08-21 00:02:18,Generic,android_webkit,Android,,112.198.70.47,False,,0.0,1203,,1368.0,0.0
12145,BD,-1.0,M,2017-08-21 00:02:18,Symphony,chrome,Android,bldtrax.com,103.51.2.194,False,,0.0,1140,,7292.0,0.0
12146,ZA,-1.0,A,2017-08-21 00:02:18,Samsung,android_webkit,Android,,41.50.16.48,False,,0.0,1131,,3312.0,0.0
12147,IN,1.0,A,2017-08-21 00:02:18,Micromax,chrome,Android,,223.191.4.138,False,,0.0,209,,815.0,0.0
12148,IN,9.0,M,2017-08-21 00:02:18,Intex,android_webkit,Android,,136.185.211.4,False,,0.0,1160,,7181.0,0.0
12149,IN,1.0,M,2017-08-21 00:02:18,Generic,android_webkit,Android,click.wallofmobi.com,223.184.67.150,False,,0.0,209,,7976.0,0.0
12150,AR,58.0,M,2017-08-21 00:02:18,Motorola,chrome,Android,koolmedia.info,190.230.144.193,False,,0.0,1193,,8639.0,0.0
12151,BR,-1.0,M,2017-08-21 00:02:18,Alcatel,chrome,Android,,177.10.109.38,False,,0.0,1306,,10228.0,0.0
12152,BD,-1.0,M,2017-08-21 00:02:18,Generic,android_webkit,Android,track.brucelead.com,59.152.109.1,False,,0.0,1140,,7292.0,0.0
12153,BD,-1.0,M,2017-08-21 00:02:18,Generic,android_webkit,Android,track.brucelead.com,103.225.231.74,False,,0.0,1140,,7292.0,0.0
12154,BD,-1.0,M,2017-08-21 00:02:18,Generic,android_webkit,Android,,45.64.139.50,False,,0.0,1140,,7292.0,0.0
12155,ID,47.0,,2017-08-21 00:02:18,Generic,chrome,Android,,114.4.78.142,False,,0.0,1306,,12686.0,0.0
12156,RU,-1.0,A,2017-08-21 00:02:18,Alcatel,chrome,Android,,5.166.48.46,False,,0.0,242,,3312.0,0.0
12157,ID,47.0,A,2017-08-21 00:02:18,Asus,chrome,Android,bestforexplmdb.com,120.188.80.169,False,,0.0,55,,13959.0,0.0
12158,BD,-1.0,M,2017-08-21 00:02:18,Samsung,android_webkit,Android,track.brucelead.com,103.73.104.242,False,,0.0,1140,,7292.0,0.0
12159,BD,-1.0,M,2017-08-21 00:02:18,Generic,chrome,Android,track.brucelead.com,45.127.246.8,False,,0.0,1140,,7292.0,0.0
12160,TH,25.0,A,2017-08-21 00:02:18,Generic,chrome,Android,,27.55.70.191,False,,0.0,282,,7510.0,0.0
12161,ID,74.0,,2017-08-21 00:02:18,Xiaomi,chrome,Android,,114.124.207.187,False,,0.0,1306,,2024.0,0.0
12162,VE,-1.0,A,2017-08-21 00:02:18,Generic,android_webkit,Android,obeyter.com,190.200.40.116,False,,0.0,27,,3312.0,0.0
12163,KW,525.0,M,2017-08-21 00:02:18,Lenovo,chrome,Android,,37.36.37.84,False,,0.0,1203,,10228.0,0.0
12164,BD,-1.0,M,2017-08-21 00:02:18,Karbonn,chrome,Android,track.brucelead.com,103.72.78.7,False,,0.0,1140,,7292.0,0.0
12165,TH,27.0,M,2017-08-21 00:02:18,Generic,android_webkit,Android,,1.47.42.85,False,,0.0,1203,,2024.0,0.0
12166,BD,-1.0,A,2017-08-21 00:02:18,Generic,chrome,Android,spxtraff.com,103.251.246.81,False,,0.0,1138,,9176.0,0.0
12167,VE,-1.0,A,2017-08-21 00:02:18,Generic,46.0.2490.76,Android,track.cpa.tapgerine.com,186.185.220.27,False,,0.0,1362,,9175.0,0.0
12168,BO,984.0,M,2017-08-21 00:02:18,Samsung,46.0.2490.76,Android,macandell.com,181.115.134.25,False,,0.0,27,,4384.0,0.0
12169,IN,-1.0,A,2017-08-21 00:02:18,Generic,android_webkit,Android,,182.65.229.72,False,,0.0,242,,3312.0,0.0
12170,IN,1.0,,2017-08-21 00:02:18,Micromax,chrome,Android,obeyter.com,106.222.136.209,False,,0.0,1433,,5893.0,0.0
12171,NG,43.0,M,2017-08-21 00:02:18,Huawei,chrome,Android,,105.112.18.152,False,,0.0,1193,,15190.0,0.0
12172,RU,-1.0,A,2017-08-21 00:02:18,Generic,android_webkit,Android,,149.62.12.35,False,,0.0,520,,3312.0,0.0
12173,IN,2.0,A,2017-08-21 00:02:18,Sony,android_webkit,Android,billionstarads.com,42.111.15.145,False,,0.0,203,,6555.0,0.0
12174,BO,985.0,A,2017-08-21 00:02:18,Generic,android_webkit,Android,goldtraff.com,186.27.121.153,False,,0.0,282,,2119.0,0.0
12175,IN,1.0,,2017-08-21 00:02:18,Micromax,chrome,Android,obeyter.com,106.203.126.5,False,,0.0,1433,,9662.0,0.0
12176,IN,2.0,A,2017-08-21 00:02:18,Samsung,46.0.2490.76,Android,,112.79.160.106,False,,0.0,657,,6555.0,0.0
12177,BR,210.0,M,2017-08-21 00:02:18,Samsung,chrome,Android,,189.95.17.18,False,,0.0,55,,4901.0,0.0
12178,AE,-1.0,M,2017-08-21 00:02:18,HTC,chrome,Android,,91.73.101.158,False,,0.0,261,,3312.0,0.0
12179,ID,-1.0,M,2017-08-21 00:02:18,Samsung,chrome,Android,,36.68.219.191,False,,0.0,1203,,5520.0,0.0
12180,IN,2.0,A,2017-08-21 00:02:18,Samsung,android_webkit,Android,162.243.254.216,42.111.48.151,False,,0.0,31012,,5711.0,0.0
12181,RU,699.0,A,2017-08-21 00:02:18,Generic,chrome,Android,,217.118.91.80,False,,0.0,216,,4129.0,0.0
12182,CO,289.0,A,2017-08-21 00:02:18,Generic,android_webkit,Android,new.allyourmobi.com,186.116.209.164,False,,0.0,1017,,11830.0,0.0
12183,BD,45.0,M,2017-08-21 00:02:18,Symphony,chrome,Android,,103.67.159.189,False,,0.0,1306,,10228.0,0.0
12184,IN,1.0,,2017-08-21 00:02:18,Sony,chrome,Android,obeyter.com,223.184.18.141,False,,0.0,1433,,9662.0,0.0
12185,BD,-1.0,M,2017-08-21 00:02:18,Generic,chrome,Android,,103.248.236.10,False,,0.0,1306,,10228.0,0.0
12186,RU,704.0,A,2017-08-21 00:02:18,Generic,android_webkit,Android,,95.153.132.123,False,,0.0,35,,7750.0,0.0
12187,MX,597.0,A,2017-08-21 00:02:18,Generic,android_webkit,Android,,200.76.83.128,False,,0.0,454,,4128.0,0.0
12188,BD,-1.0,M,2017-08-21 00:02:18,Nokia,android_webkit,Android,track.brucelead.com,45.113.237.155,False,,0.0,1140,,7292.0,0.0
12189,MX,597.0,A,2017-08-21 00:02:19,Generic,android_webkit,Android,,200.76.91.209,False,,0.0,454,,4128.0,0.0
12190,US,-1.0,,2017-08-21 00:02:19,Generic,android_webkit,Android,,207.154.254.166,False,,0.0,1306,,10227.0,0.0
12191,MX,50.0,M,2017-08-21 00:02:19,Zonda,chrome,Android,,187.216.232.22,False,,0.0,55,,7292.0,0.0
12192,IN,1.0,A,2017-08-21 00:02:19,Generic,android_webkit,Android,,106.208.94.156,False,,0.0,209,,4988.0,0.0
12193,IQ,-1.0,M,2017-08-21 00:02:19,Generic,android_webkit,Android,,62.201.226.99,False,,0.0,242,,7292.0,0.0
12194,BR,-1.0,M,2017-08-21 00:02:19,LG,chrome,Android,,177.185.47.47,False,,0.0,1306,,12686.0,0.0
12195,IN,3.0,M,2017-08-21 00:02:19,Karbonn,chrome,Android,,101.218.36.52,False,,0.0,282,,15345.0,0.0
12196,ID,-1.0,,2017-08-21 00:02:19,Samsung,android_webkit,Android,,202.67.35.24,False,,0.0,1306,,10228.0,0.0
12197,LK,12.0,A,2017-08-21 00:02:19,Samsung,chrome,Android,bestforexplmdb.com,43.228.111.10,False,,0.0,1101,,2948.0,0.0
12198,BD,45.0,M,2017-08-21 00:02:19,Generic,android_webkit,Android,synctraff.com,116.58.202.66,False,,0.0,282,,4129.0,0.0
12199,NG,43.0,A,2017-08-21 00:02:19,Generic,android_webkit,Android,lovel3money.com,105.112.37.255,False,,0.0,29,,12704.0,0.0
12200,IN,1.0,A,2017-08-21 00:02:19,Generic,android_webkit,Android,,223.230.240.120,False,,0.0,209,,4988.0,0.0
12201,IN,4.0,A,2017-08-21 00:02:19,Micromax,chrome,Android,,49.15.145.223,False,,0.0,750,,5711.0,0.0
12202,BR,218.0,A,2017-08-21 00:02:19,Generic,android_webkit,Android,,179.101.255.214,False,,0.0,1181,,735.0,0.0
12203,TH,27.0,A,2017-08-21 00:02:19,Generic,android_webkit,Android,,1.46.104.75,False,,0.0,454,,11829.0,0.0
12204,MX,50.0,M,2017-08-21 00:02:19,Generic,android_webkit,Android,,201.144.87.34,False,,0.0,1203,,2025.0,0.0
12205,IN,2.0,A,2017-08-21 00:02:19,Alcatel,chrome,Android,,42.106.111.72,False,,0.0,209,,15751.0,0.0
12206,TH,20.0,A,2017-08-21 00:02:19,Lava,chrome,Android,www.braverymobtracking.com,182.232.189.85,False,,0.0,1009,,7510.0,0.0
12207,IN,1.0,A,2017-08-21 00:02:19,Generic,android_webkit,Android,,223.191.46.80,False,,0.0,209,,9149.0,0.0
12208,IN,4.0,A,2017-08-21 00:02:19,Lenovo,chrome,Android,,106.77.176.217,False,,0.0,657,,14807.0,0.0
12209,IN,1.0,A,2017-08-21 00:02:19,Samsung,chrome,Android,,27.63.195.130,False,,0.0,282,,815.0,0.0
12210,IN,121.0,A,2017-08-21 00:02:19,Generic,android_webkit,Android,,47.8.15.11,False,,0.0,454,,11991.0,0.0
12211,RU,-1.0,A,2017-08-21 00:02:19,Alcatel,chrome,Android,,46.0.10.71,False,,0.0,520,,3312.0,0.0
12212,MX,-1.0,M,2017-08-21 00:02:19,ZTE,chrome,Android,,189.204.161.64,False,,0.0,55,,4904.0,0.0
12213,BD,-1.0,A,2017-08-21 00:02:19,Generic,chrome,Android,,103.15.141.174,False,,0.0,454,,4904.0,0.0
12214,RU,-1.0,A,2017-08-21 00:02:19,Generic,android_webkit,Android,,185.26.218.148,False,,0.0,301,,5893.0,0.0
12215,RU,703.0,A,2017-08-21 00:02:19,Generic,android_webkit,Android,1.coolmobithing.com,188.162.73.88,False,,0.0,1017,,11338.0,0.0
12216,IN,3.0,A,2017-08-21 00:02:19,Generic,uc,Android,rocktraff.com,101.210.88.167,False,,0.0,8548,,15345.0,0.0
12217,CL,-1.0,M,2017-08-21 00:02:19,Generic,android_webkit,Android,,186.106.193.221,False,,0.0,1072,,1643.0,0.0
12218,TH,27.0,A,2017-08-21 00:02:19,ZTE,chrome,Android,supertraff.com,1.46.140.131,False,,0.0,282,,7510.0,0.0
12219,BR,-1.0,M,2017-08-21 00:02:19,LG,chrome,Android,,191.187.199.177,False,,0.0,1306,,10228.0,0.0
12220,IN,1.0,,2017-08-21 00:02:19,Generic,android_webkit,Android,,27.60.186.16,False,,0.0,1433,,6554.0,0.0
12221,EC,339.0,M,2017-08-21 00:02:19,Samsung,chrome,Android,,190.63.119.215,False,,0.0,1147,,16126.0,0.0
12222,NG,56.0,M,2017-08-21 00:02:19,Generic,android_webkit,Android,,197.210.25.69,False,,0.0,1203,,4904.0,0.0
